Name,SMILES,LOG_SOL,LOG_HLM,LOG_RLM,LOG_MDR1_ER,LOG_HPPB,LOG_RPPB,cluster,ds
Mol2959,O=c1c2c(Cl)ccc(Cl)c2ncn1Cc1cc(O)ncn1,,0.675686709,1.027920136,,,,1719,train
Mol2960,CC(=O)Nc1ccc(C(=O)Nc2cc(-c3cccs3)ccc2N)cc1,,0.978819387,1.814447379,,,,654,train
Mol2961,CCc1cc2c(OCC(=O)N3CCCC3)ncnc2s1,,1.411383978,2.775980878,,,,1436,test
Mol2962,Cc1cc(NC(=O)c2cc(F)cc(F)c2)sn1,,2.114844413,1.888404168,,,,289,test
Mol2963,Nc1ccccc1-c1nc(C2CC2)no1,,2.507337646,2.877153568,,,,234,train
Mol2964,Cc1cc(-c2nc(C(=O)Nc3cc4oc(N5CCOCC5)nc4nc3N3CC[C@@H](O)C3)co2)ccn1,,0.675686709,1.027920136,,,,1342,train
Mol2965,CC(C)c1nccn1Cc1nc(-c2cccs2)no1,,1.132163596,3.285472917,,,,603,train
Mol2966,CC(=O)NCCOc1ccc2ccccc2n1,,1.109274738,1.94992157,,,,772,train
Mol2967,Nc1nn(C(=O)Cc2ccc(F)cc2)c2cccc(F)c12,,1.222091886,1.798761104,,,,1663,train
Mol2968,O=C1NC2(CCC2)C(=O)N1Cc1ccon1,,0.675686709,1.027920136,,,,137,train
Mol2969,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,,1.532397627,2.320665467,,,,700,train
Mol2970,CC(=O)N(CC(N)=O)c1ccc(C)cc1,,0.702516697,1.631200171,,,,814,train
Mol2971,COc1cc(OC)c2c(=O)cc(CCC(=O)O)oc2c1,,0.675686709,1.027920136,,,,37,train
Mol2972,c1ccc2nc(OC3CCNCC3)cnc2c1,,0.675686709,2.263375651,,,,604,train
Mol2973,Nc1ccccc1-c1nc(C2CCCCCC2)no1,,1.678336247,3.117681196,,,,234,train
Mol2974,NCCc1cnn(Cc2ccccc2)c1,,0.675686709,1.027920136,,,,77,train
Mol2975,CCCn1cc(CNc2ncccn2)cn1,,0.675686709,1.752086879,,,,1519,train
Mol2976,CSC1(CNc2cncc(Cl)n2)CCOCC1,,1.006893708,2.722796752,,,,416,train
Mol2977,O=C(NCCN1CCc2ccccc2C1=O)c1ccncc1,,1.13232374,2.380509717,,,,484,test
Mol2978,O=C(N[C@H](CO)CC1CCCCC1)c1cccc(-c2cnccn2)c1,,2.296781425,3.629710646,,,,619,test
Mol2979,CC(=O)N1CCCN(Cc2ccc(C(=O)N3CCCC3)cc2)c2ccccc21,,2.35636436,2.514669922,,,,2,train
Mol2980,Nc1nc(N2CCN(CC3CCCC3)C(=O)C2)cc(-n2cccn2)n1,,1.673665876,3.062005174,,,,530,test
Mol2981,Cc1nc(-c2ccncc2)cc(N2CCC(CO)CC2)n1,,0.675686709,1.567379308,,,,40,train
Mol2982,CN(c1nc2ccccc2o1)C1CCN(C2CCOCC2)CC1,,2.641865592,2.067584114,,,,249,train
Mol2983,Cc1c(C(=O)Nc2cnccn2)cccc1-c1ccccn1,,0.675686709,2.695383599,,,,780,train
Mol2984,Cc1cc(C)c(S(=O)(=O)Nc2ccccc2)c(C)c1,,2.136016249,3.618827244,,,,750,test
Mol2985,Cc1cccc(C)c1NCc1noc(C2CC2)n1,,2.308321055,3.186112058,,,,1005,test
Mol2986,CN1CCN(c2ccc3nc(-c4cc(C(C)(C)C)c(OCCCC(=O)NCCCN=[N+]=[N-])c(C(C)(C)C)c4)[nH]c3c2)CC1,,2.248341157,2.326528383,,,,1102,train
Mol2987,Cc1cc(CSCc2ccc(C#N)cc2)no1,,1.88295691,3.002342769,,,,160,train
Mol2988,CCN1CCC(Oc2ncnc3c2c(C)c(C)n3C2CCCCC2)CC1,,1.500785173,2.860599702,,,,993,test
Mol2989,COc1ccc2c(c1)CCCN(C(=O)NCCc1ccccn1)C2,,2.241608732,3.144810126,,,,311,train
Mol2990,CN1C(=O)c2ccc(C(=O)N(CC3CCCCC3)C3CC3)cc2C1=O,,2.089809768,3.414878461,,,,796,train
Mol2991,CCOc1ccc(NC(=O)c2ccc3c(c2)NC(=O)CO3)cc1,,0.675686709,2.661793762,,,,648,train
Mol2992,COc1c(C)cnc(Cn2cc(C#CCC(C)(C)O)c3c(Cl)nc(N)nc32)c1C,,1.7648722,2.159945156,,,,210,train
Mol2993,CN1CCC(CNc2ccc3ncc(-c4cccc(OC(F)(F)F)c4)n3n2)CC1,,1.958442761,2.561770861,,,,1338,train
Mol2994,COc1cccc(CN2CCc3nc(-c4cnc(C)cn4)nc(O)c3C2)c1,,0.675686709,1.582256592,,,,120,train
Mol2995,O=C(NCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1)c1ccc(F)cc1,,1.784759895,2.571648283,,,,503,test
Mol2996,O=C(Nc1cnn(-c2ncccn2)c1)C1CCCCC1,,0.675686709,1.863905495,,,,205,train
Mol2997,O=C(c1ccc(-c2ccncc2)cc1)N1CCC(F)(F)CC1,,0.675686709,1.635664665,,,,571,train
Mol2998,Cc1cc(-n2nc(C)cc2N)nc(C)n1,,1.770380657,2.096068404,,,,1817,train
Mol2999,Cc1cc(-c2cccc3ccnn23)nc(N2CCCC2)n1,,2.087430008,3.203646343,,,,952,train
Mol3000,COc1ncccc1CNc1c(C#N)cnc2c(C)cc(F)cc12,,2.192057039,3.095621898,,,,1762,train
Mol3001,N=C(N)NCCCCC(=O)Nc1ccc(C[C@H](NC(=O)[C@@H]2CCCN2S(=O)(=O)c2ccccc2)C(=O)O)cc1,,0.675686709,1.027920136,,,,36,train
Mol3002,O=C(NC[C@]1(O)CCN(Cc2cscn2)C[C@H]1O)c1c[nH]cn1,,0.675686709,1.629083246,,,,135,train
Mol3003,N#CCNC(=O)c1ccc(C#N)c(Cl)c1,,0.675686709,1.027920136,,,,509,train
Mol3004,Cc1ccnc2[nH]c(CSCc3ccccc3)nc12,,1.926254961,2.810902938,,,,1781,train
Mol3005,CCCN(C(=O)c1ccccc1N)C(C)C,,0.675686709,2.533638624,,,,1843,train
Mol3006,CC(C)(C)OC(=O)N1CCCN1C(=O)c1cc2cc(Cl)ccc2[nH]1,,1.673849977,2.836996561,,,,894,train
Mol3007,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(Cl)cc23)c1F,,0.881384657,1.346613012,,,,286,train
Mol3008,COc1ccc2c(c1)C(=O)N(c1ccc(C)cc1)C(=O)C2,,1.47424541,2.566113271,,,,740,train
Mol3009,CC(C)NC(=O)CN(C#N)c1ccccc1,,0.675686709,1.027920136,,,,1242,test
Mol3010,Cc1cc(CO)nc(N2CCCCC2)n1,,1.426625106,2.053754341,,,,212,train
Mol3011,N#CCCn1ncnc1-c1cccc(C#N)c1,,0.675686709,1.027920136,,,,157,train
Mol3012,O=c1[nH]c2ccccc2n1C1CCN(Cc2nc(-c3cccs3)no2)CC1,,1.056828653,2.368668004,,,,1,train
Mol3013,O=C(COCc1nc2ccccc2s1)N1CCC(n2c(=O)[nH]c3ccccc32)CC1,,1.8360328,3.010513658,,,,1,train
Mol3014,O=C(CCn1ccc2ccccc21)N1CCC(n2c(=O)[nH]c3ccccc32)CC1,,2.429332313,3.736240288,,,,1,train
Mol3015,CNc1ncc2cc(-c3ccc(-c4cccc(C)n4)cc3Cl)c(=O)n(C[C@H]3OC[C@H](N)CO3)c2n1,,0.675686709,2.229894203,,,,1776,test
Mol3016,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)NC(=O)C(C)(C)O4)n2)cc(OC)c1OC,,2.122406886,2.084995734,,,,1784,train
Mol3017,CC#C[C@@H](CC(=O)O)c1ccc(OCc2cccc(-c3ccc(C(F)(F)F)cc3)c2)cc1,,0.869173027,1.504959933,,,,1582,test
Mol3018,Cc1cccc(CNC(=O)Cn2c(=O)oc3cccnc32)c1,,0.675686709,1.027920136,,,,1698,train
Mol3019,Cc1ncsc1CCN1C(=O)NC2(CCCC2)C1=O,,0.675686709,2.235679919,,,,267,train
Mol3020,Cc1c(C(=O)NCCc2cc3nc(-c4ccco4)ccn3n2)cnn1C,,1.46169357,2.237995893,,,,257,train
Mol3021,CN(C)Cc1ccnc(NC(=O)c2ccsc2)c1,,0.82445127,2.598863795,,,,1579,train
Mol3022,N#Cc1nc(-c2ccccc2)oc1NCc1ccc2c(c1)OCO2,,2.318165633,2.849160111,,,,608,train
Mol3023,Clc1ccc(CSc2nc(-c3ccccc3)cs2)cn1,,2.344101337,3.354011769,,,,164,train
Mol3024,Cc1nn(C)c(C)c1CNc1ccc(N2CCN(C)CC2)nc1,,0.675686709,1.027920136,,,,981,train
Mol3025,CN1N=C(SCc2ccc(Cl)cc2Cl)Sc2c1cnn(C)c2=O,,2.13664448,3.276576911,,,,1670,train
Mol3026,Cc1cc(OCc2ccnc(Cl)c2)nnc1C,,0.675686709,1.712464498,,,,1715,train
Mol3027,Fc1cc(-c2noc(C3CCN(C4CC4)CC3)n2)cc(F)c1F,,1.87478902,2.771893804,,,,402,train
Mol3028,Fc1cccc2c1CN(Cc1c[nH]nc1-c1cccnc1)CC2,,1.968226032,3.094119498,,,,236,train
Mol3029,Cc1ccncc1NC(=O)Cc1ccc(F)cc1,,0.675686709,1.309012349,,,,1572,train
Mol3030,O=C1CCC(=O)N1Cc1nc(Cc2ccccc2)cs1,,0.675686709,2.16201447,,,,456,train
Mol3031,COc1cc(C)cc(OC)c1-c1ccc(OCC(N)=O)cc1,,0.675686709,2.403695195,,,,114,train
Mol3032,Cc1ccc(C#N)c(NC(=O)CCc2ccccc2)n1,,1.046690221,2.379923426,,,,321,train
Mol3033,O=C(NCCc1ccc(F)cc1)n1ccnc1,,1.598757687,1.980276141,,,,486,train
Mol3034,Cc1noc(C)c1COc1ccc2ncccc2c1,,1.938479696,2.528250614,,,,275,test
Mol3035,Cc1ccc(C(=O)N(C)Cc2ccccn2)c(O)c1,,0.675686709,2.680768685,,,,705,test
Mol3036,N#Cc1cccc(NCc2ccc(-c3cccnc3)o2)c1,,1.961340398,2.619600407,,,,1571,test
Mol3037,CNC(=O)Cc1noc(-c2ccc3ncccc3c2)n1,,0.675686709,1.337539124,,,,1682,test
Mol3038,Cc1ccc(-c2cnc3ccccc3n2)cc1N,,2.408026158,2.307496038,,,,47,test
Mol3039,O=c1oc2cccnc2n1Cc1cnn(-c2ccccc2)n1,,0.675686709,1.803805231,,,,1657,train
Mol3040,Cc1cccc2cnc(C3CCN(C(=O)CCc4ccno4)CC3)cc12,,1.494224187,2.862803776,,,,1443,train
Mol3041,COc1ccc(CN2CCC(c3cc[nH]n3)CC2)cn1,,0.675686709,2.011096563,,,,427,train
Mol3042,CN(C)c1ccnc(NC(=O)c2cnsn2)c1,,2.211774429,2.446835293,,,,1895,train
Mol3043,Oc1cc(F)ccc1-c1nc(-c2ccncc2)no1,,1.632771005,2.524105197,,,,359,train
Mol3044,Nc1c(C(=O)NCC2CCCO2)sc(=S)n1-c1ccc(Cl)cc1,,1.548143692,1.965121856,,,,854,test
Mol3045,Cn1c2cc(S(C)=O)sc2c2cnn(Cc3cccc(N)c3)c(=O)c21,,0.691788524,1.695507944,,,,1773,train
Mol3046,O=C(C1CCCCC1)N1CCC[C@H]1Cn1nnc(-c2cccs2)n1,,2.11231001,3.709121835,,,,237,train
Mol3047,Cn1ccnc1C1CCN(C(=O)COCc2nc3cc(F)ccc3[nH]2)CC1,,0.675686709,1.788860992,,,,580,train
Mol3048,COc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](NCCCCCCN3C(=O)C=CC3=O)CC[C@@H]12,,0.784331948,1.587171971,,,,1170,train
Mol3049,CC(C)(C)c1cc(C(=O)CSc2nnnn2-c2ccccc2)cc(C(C)(C)C)c1O,,1.41703964,1.746517539,,,,1681,train
Mol3050,N=c1ccn2c(n1)O[C@@H]1[C@@H](O)[C@@H](CO)O[C@H]12,,0.675686709,1.027920136,,,,940,train
Mol3051,O=C(CNC(=O)c1ccccc1Cl)Nc1cccc2c1CCCC2,,1.778230864,3.26519625,,,,198,train
Mol3052,c1ccc(C2(CNc3nc4ccccc4o3)CCOCC2)cc1,,2.111622036,3.530841697,,,,1551,train
Mol3053,Cc1cccc(NC(=O)c2cncn2-c2ccccc2)n1,,1.654898161,2.217476048,,,,329,train
Mol3054,C[C@@H](CN1CCC(n2c(=O)[nH]c3cc(Br)ccc32)CC1)NC(=O)[C@@H]1C[C@H]1c1ccccc1,,,2.759221236,,,,1,train
Mol3055,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,,,,1.560195498,,1.371880249,215,train
Mol3056,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,,,,1.714821018,,1.65850745,1240,train
Mol3057,CC1(C)Cc2cc(NC(=O)c3cnn4cccnc34)c(OCC3CC3)nc2O1,-0.15490196,,,-0.500333969,-0.199970641,0.38219721,511,test
Mol3058,N#Cc1cc(F)c(NS(=O)(=O)c2c[nH]c3cc(Cl)ccc23)cc1F,1.820201459,0.675686709,,0.410340107,-0.026872146,-0.251811973,655,test
Mol3059,CC(C)CC(NC(=O)C(O)C(N)Cc1ccccc1)C(=O)O,,,,-0.128153075,,1.54052968,1243,test
Mol3060,COCCc1ccc(OCC(O)CNC(C)C)cc1,,,,,,2.0,283,train
Mol3061,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,,,,,,1.855513099,265,train
Mol3062,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,,,,,,0.047274867,314,train
Mol3063,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cccc4c(O)c5cccc(OC)c5nc34)cc1)CC2,,,,,-1.207608311,-1.292429824,1321,train
Mol3064,C=CCc1ccccc1OCC(O)CNC(C)C,,,,,,1.496029699,283,train
Mol3065,Nc1nc(=O)c2ncn(COCCO)c2[nH]1,,,,,,1.850860573,170,train
Mol3066,NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,,,,,,2.0,36,train
Mol3067,CCCc1nc2nc(C)c(NS(=O)(=O)c3ccc(C4CCCCC4)cc3)c(O)n2n1,1.64246452,2.227421323,,1.701656374,-0.218963061,-0.137272472,512,train
Mol3068,COc1ccc([C@H]2c3[nH]c4ccc(Cl)cc4c3CCN2C(=O)Oc2ccc(Cl)cc2)cc1,-1.0,,,-0.364638431,1.51293775,1.754608223,569,train
Mol3069,NC(=O)C1(Cc2ccc(-c3ccncc3)cc2)CCN(C(=O)Cc2cccc(F)c2)CC1,1.799340549,,,,1.006508828,1.058463986,16,test
Mol3070,CC(=O)Nc1ccc(O)cc1,1.442479769,,,,1.887859133,1.916985305,654,train
Mol3071,O=C(NC1CCNCC1)c1ccc2[nH]ncc2c1,,1.41385276,,-0.62168634,1.842696589,1.92695435,9,test
Mol3072,Cc1cccc(/C=N/Nc2cc(N3CCOCC3)nc(OCCc3ccccn3)n2)c1,,2.115533963,,-0.037446911,-0.548213564,-0.27572413,414,train
Mol3073,CCn1c(=O)oc2cc(NC(=O)c3ccc(C(C)(C)C)cc3)ccc21,,,,-0.468793021,0.21005085,0.180412633,630,train
Mol3074,COc1ccc(OC[C@@H]2c3cc(OC)c(OC)cc3CCN2C(=O)c2cccc(Cl)c2)cc1,,,,0.097432972,-0.116906641,0.232233521,569,train
Mol3075,N#Cc1ccc(COc2cccc(C3CCN(Cc4nc5ccc(C(=O)O)cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1,,,,1.550719905,0.402433346,0.312177356,1301,train
Mol3076,CC(C)[C@H](CO)Nc1nc(Nc2cc(N)cc(Cl)c2)c2ncn(C(C)C)c2n1,,,,1.228274268,-0.061980903,-0.099086932,1775,test
Mol3077,O=C(NC1CCNCC1)c1ccc2cn[nH]c2c1,,1.206637011,,,2.0,1.70808081,9,test
Mol3078,CC(C)(C)OC(=O)N1CCCC1C(=O)N1CCC(C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)O)CC1,,0.675686709,,,1.691832676,1.842553077,36,train
Mol3079,O=C(Nc1cccc2c(=O)cc(-c3nnn[nH]3)oc12)c1ccc(OCCCCc2ccccc2)cc1,,1.323478988,,,0.582744966,0.77224834,635,train
Mol3080,CC(=O)Nc1ncc(C(=O)O)s1,,,,,1.81935965,1.854123782,777,train
Mol3081,Cc1cccc(-c2nc(C34CCC(C(N)=O)(CC3)CC4)[nH]c2-c2ccc3c(c2)OCO3)n1,,,,,1.02011257,0.21031852,1867,train
Mol3082,COc1cc2nc(-c3cc(F)ccc3O)nc(N[C@@H]3CNC[C@H]3C(C)(C)O)c2cc1OC.Cl,,,,,-1.119186408,-0.823908741,1406,train
Mol3083,CC(C)[C@@](C)(O)[C@@H]1CN(c2nc(-c3n[nH]c4ncccc34)c(F)cc2Cl)CCN1,,,,,1.302460808,0.622421274,1749,train
Mol3084,Cc1nc(-c2ccccc2)c(C(=O)Nc2ccccc2)s1,-0.045757491,,,-0.243244904,,,5,test
Mol3085,Cc1ccc(-c2ccc3c(ccc4sc5c(c43)NC[C@@H](C)NC5=O)n2)cn1,-0.698970004,,,0.739635039,,,1793,train
Mol3086,Cc1nnc(-c2ccc(N3CCC(Oc4cc(F)ccc4Cl)CC3)nn2)o1,,0.675686709,,-0.187045234,0.161068385,,214,train
Mol3087,N#Cc1ccc(NS(=O)(=O)c2c[nH]c3nc(Cl)ccc23)c(F)c1,1.117271296,0.675686709,,0.80685803,,,655,test
Mol3088,COc1ccc(C(=O)N2CCN(C(=O)/C=C/c3ccc(Br)cc3)CC2)cc1,,,,-0.066590068,,,1070,train
Mol3089,O=C(Cc1ccc2c(c1)CCCC2)Nc1ccc(-n2cnnn2)cc1,-0.022276395,,,,,,1574,train
Mol3090,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,1.183839037,,,,,,939,train
Mol3091,Cc1cn2nc(-c3cc(=O)n4cc(N5CCNC6(CC6)C5)ccc4n3)cc(C)c2n1,1.556423121,1.243236538,,1.104333911,0.985246791,,1810,train
Mol3092,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,-0.455931956,,,0.741991773,-1.59345982,,286,train
Mol3093,Cc1ccc(OCC2(O)CCN(CC3(O)CCN(c4ccccc4C)CC3)CC2)cc1,,2.602153355,,-0.183711194,-0.040481623,,1211,train
Mol3094,CN(C(=O)c1cc(N2CCNC2=O)ccc1F)C1CCNC1,,0.675686709,,-0.078221256,1.885728632,,144,train
Mol3095,O=C(Nc1cccc(N2CCNC2=O)c1)C1NCC12CCCC2,,0.675686709,,1.342234206,1.718202645,,334,train
Mol3096,NCC1CCCC1NC(=O)c1cc(N2CCNC2=O)ccc1F,,0.675686709,,0.28349527,1.87495702,,144,train
Mol3097,Cn1c(-c2n[nH]c3c2CCCC3)nnc1N1CCC2(CNC(=O)C2)C1,,0.675686709,,0.699593363,1.792986685,,890,test
Mol3098,Cc1nnc(-c2ccc(N3CCC(Oc4ccccc4C(F)(F)F)CC3)nn2)s1,,1.158814647,,-0.314483137,-0.906578315,,1311,train
Mol3099,O=C(NCCc1ccccc1)c1ccc(NC(=O)N2CCCCc3ccccc32)cc1,,2.408387533,,0.323794024,0.075911761,,1237,train
Mol3100,CC(C)(C)c1ccc(C(O)CN2CCC(O)(c3ccc4c(c3)OCO4)CC2)cc1,,1.661291977,,-0.156152888,0.779018972,,906,train
Mol3101,NC[C@H]1CC[C@@H](C(=O)Nc2ccc3[nH]ncc3c2)O1,,1.247555947,,0.055069832,1.981999714,,1426,train
Mol3102,CN(C(=O)c1cc(N2CCNC2=O)ccc1F)C1CCC(N)CC1,,0.675686709,,0.00918543,1.828717885,,144,train
Mol3103,NC1CCCC1C(=O)N1CCC(c2c[nH]c3ncccc23)CC1,,0.675686709,,0.830097307,1.71701274,,117,train
Mol3104,NC1CCCC(C(=O)Nc2ccc3[nH]ncc3c2)C1,,1.104862518,,-0.11716626,2.0,,819,train
Mol3105,NC1CC(NC(=O)c2ccc(-c3cn[nH]c3)cn2)C12CCC2,,0.929827481,,0.952109047,1.709702344,,830,train
Mol3106,NC1CCC(C(=O)N2CCC(c3c[nH]c4ncccc34)CC2)C1,,0.675686709,,0.424406159,1.917395215,,117,train
Mol3107,NC1CCCC(C(=O)N2CCC(c3c[nH]c4ncccc34)CC2)C1,,0.675686709,,0.175579399,1.752816431,,117,train
Mol3108,O=C(NC12CCCC1NCC2)c1ccc(-c2cn[nH]c2)cc1,,0.675686709,,0.359673594,2.0,,193,train
Mol3109,Cc1nc2cc(C(=O)NC34CCCC3NCC4)ccc2c(=O)[nH]1,,0.675686709,,-0.122836209,1.866494097,,193,train
Mol3110,CNc1nc(C)cc(C(=O)Nc2ccc3[nH]ncc3c2)n1,,1.328705712,,-0.181247003,1.493625323,,5,test
Mol3111,O=C(Nc1ccc(CN2CCCCC2)cc1)c1ccnc2[nH]cnc12,,0.888010912,,0.958561437,1.767526899,,1458,train
Mol3112,CCc1c[nH]c2ncnc(N3CCC(CN4CCN(C)CC4)CC3)c12,,0.675686709,,0.915580783,1.728012707,,1424,train
Mol3113,NC(=O)c1cnc(N2CCc3[nH]nc(C(F)(F)F)c3C2)c(Cl)c1,,0.675686709,,0.865154021,0.986009932,,1474,train
Mol3114,NC1CCCC(C(=O)Nc2cccc(N3CCNC3=O)c2)C1,,0.675686709,,0.122746266,1.763113391,,334,train
Mol3115,CC1CC(N)CCN1C(=O)c1cc(N2CCNC2=O)c(F)cc1F,,0.675686709,,0.119240695,1.833504094,,144,train
Mol3116,c1sc(NCC2CCCO2)nc1C12CC3CC(CC(C3)C1)C2,,1.65965003,,-0.270105482,-1.096910013,,827,train
Mol3117,COc1ccc(-c2nn3c(-c4ccco4)nnc3c3ccccc23)cc1,-0.744727495,,,-0.279169754,,,450,train
Mol3118,CCCCOc1ccccc1-c1cc(C(=O)NCc2ccccc2C)[nH]n1,-0.585026652,,,-0.166075641,,,653,train
Mol3119,O=C(Nc1ccc(Cl)cn1)C1(c2cccc(Cl)c2)CC1,-0.48148606,,,-0.241303092,,,566,test
Mol3120,Cc1cccc(NC2CCN(C(=O)OC(C)(C)C)CC2)c1,-0.070581074,,,-0.313308853,,,80,train
Mol3121,COc1cccc2cc(C(N)=S)/c(=N/Nc3ccccc3)oc12,-0.346787486,,,-0.304146812,,,632,test
Mol3122,O=C1N=C(N2CCN(c3ccccc3)CC2)S/C1=C\c1ccc(O)cc1O,-0.070581074,,,0.629593493,,,1232,test
Mol3123,O=C1N=C(N2CCCCN2)S/C1=C\c1ccc(F)cc1O,-0.045757491,,,0.228853446,,,895,train
Mol3124,N#Cc1ccc(COc2cnc3ccccc3n2)cc1,-0.721246399,,,-0.295145344,,,156,train
Mol3125,COc1ccc(C(=O)Nc2cc(-c3ccc(F)c(F)c3)no2)cc1,-0.455931956,,,-0.366543018,,,37,train
Mol3126,CCCNC(=O)Nc1ccc(Oc2ncnc3cc(OC)c(OC)cc23)cc1Cl,-0.657577319,,,0.783858309,,,1173,train
Mol3127,CC(C)S(=O)(=O)c1ccc2nccc(Nc3ccc4scnc4c3)c2c1,1.58591171,,,1.165393269,,,1074,train
Mol3128,Nc1nc2c3ccccc3oc2c2ccccc12,-0.602059991,,,-0.627138293,,,1554,train
Mol3129,COc1ccccc1N1CCN(c2nc(-c3ccc(C)cc3)cc(=O)[nH]2)CC1,-0.698970004,,,0.242421103,,,211,test
Mol3130,c1ccc(Cc2ccccc2-c2nnc(-c3cccnc3)o2)cc1,-0.657577319,,,-0.346756366,,,1547,train
Mol3131,Nc1nc(N)c2c(OCC3CCN(Cc4c(Cl)cccc4Cl)CC3)cccc2n1,-0.397940009,,,-0.088232122,,,1316,test
Mol3132,Cc1ccc(NC(=O)c2c([O-])n(-c3ccc(C)cc3)n[n+]2Cc2ccccc2)cc1,-0.677780705,,,0.006711129,,,171,train
Mol3133,N#C/C(=C\c1cnn(Cc2ccccc2)c1)c1nc2cc(Cl)ccc2c(=O)[nH]1,-0.769551079,,,0.068462042,,,1660,test
Mol3134,CC(C)OC(=O)N1CCC(Oc2ncnc3c2cnn3-c2ccc(S(C)(=O)=O)cc2F)CC1,-0.013228266,,,0.206569302,,,1487,train
Mol3135,O=C1/C(=C2/CCCCCN2)C(Nc2ccccc2)=NN1c1ccccc1,-0.26760624,,,-0.132600326,,,1138,train
Mol3136,Fc1cccc(Cn2nnc(-c3ccccc3)n2)c1F,-1.0,,,-0.446410436,,,83,train
Mol3137,O=C(O)c1ccc(-c2c[nH]c3ncc(-c4ccccc4)cc23)cc1C1CCCC1,-0.387216143,,,0.18754419,,,193,train
Mol3138,CCN(c1ccccc1)S(=O)(=O)c1ccc(C(=O)Nc2ccccc2C(C)=O)cc1,-0.346787486,,,0.0722319,,,81,test
Mol3139,CN(C(=O)c1cc2ccc(C(C)(C)C)cc2[nH]1)C1(C#N)CCC1,-0.657577319,,,-0.307825683,,,790,train
Mol3140,COc1ccc(C(C)(C)C)cc1NC(=O)C1(C#N)CCCC1,-0.522878745,,,-0.320893339,,,627,train
Mol3141,CCOc1nc(-c2ccc(Cl)c(Cl)c2)n(-c2cccc(NC(=O)c3ccc(F)cc3)c2)n1,-0.602059991,,,0.425703345,,,1880,test
Mol3142,Cc1cc(F)ccc1NC(=O)c1cccc2cccnc12,-0.356547324,,,-0.930131495,,,187,train
Mol3143,CC(C)(C)c1ccc(C(=O)Nc2ccc(C(=O)Nc3ccccc3)cc2)cc1,-0.397940009,,,-0.342297821,,,5,test
Mol3144,Cc1cc(C)c(NC(=O)Cn2nnn(-c3cccs3)c2=O)c(C)c1,-0.113509275,,,-0.131889511,,,294,train
Mol3145,Cc1ccc(-c2nc3ccccc3[nH]2)cc1NS(=O)(=O)c1ccc(Cl)cc1,-0.552841969,,,0.688883995,,,163,train
Mol3146,COc1cc2ncn(-c3cc(OCc4ccccc4S(C)(=O)=O)c(C#N)s3)c2cc1OC,-0.522878745,,,0.903380095,,,1624,test
Mol3147,Cc1oc2cc(OCC(=O)Nc3nccs3)ccc2c(=O)c1Oc1ccc(F)cc1,-0.301029996,,,-0.013336197,,,1693,train
Mol3148,N#Cc1ccnc(Nc2cc(C3CCN(C4COC4)CC3)cc(N3CCC(F)(F)C3)n2)c1,-0.148741651,,,0.266680982,,,922,train
Mol3149,Cc1nc(-c2cccnc2)sc1C(=O)Nc1ccccc1-c1cn2c(CN3CCOCC3)csc2n1,-0.187086643,,,0.515329951,,,1109,train
Mol3150,FC(F)(F)c1ccc(Nc2nc3cc(Oc4ccnc(-c5ncc(C(F)(F)F)[nH]5)c4)ccc3[nH]2)cc1,-0.455931956,,,-0.065626088,,,1189,test
Mol3151,CCOC(=O)C1CCN(C(=O)c2cc3occc3c(Nc3ccc(F)cc3)n2)CC1,-0.055517328,,,0.121760984,,,115,train
Mol3152,Cc1cc(C)c(S(=O)(=O)Nc2ccc3c(c2)OCO3)c(C)c1-n1cnnn1,1.2509077,,,1.382880797,,,476,train
Mol3153,O=C(Nc1nncs1)c1ccc(N2CCC3(CCCCC3)C2)nc1,-0.180456064,,,-0.137266472,,,1452,train
Mol3154,COc1ccccc1N1CCN(c2nc(-c3ccc(F)cc3)cc(=O)[nH]2)CC1,-0.698970004,,,0.332004956,,,211,test
Mol3155,Cc1cc(NC(=O)Cn2nc(C3CC3)ccc2=O)ccc1Cl,-0.065501549,,,-0.0486772,,,216,train
Mol3156,CS(=O)(=O)c1ccc(-c2nnc(/C=C/c3nnc(-c4ccc(C#N)cc4)o3)n2-c2ccccc2Cl)nc1,-0.045757491,,,1.583106357,,,1620,train
